id,date,project,aspect,site_id,elevation_m_asl,plot_id,plant_id,species,traits,value,problem_flag
DNG4703,12/6/2023,TS,east,2,2200,3,3,senecio glaberrimus,ldmc,0.17886178861788615,NA
DHJ1188,12/6/2023,T,east,2,2200,4,3,diheteropogon filifolius,veg_height_cm,16.5,NA
DHJ1188,12/6/2023,T,east,2,2200,4,3,diheteropogon filifolius,wet_mass_g,0.02498,NA
DHJ1188,12/6/2023,T,east,2,2200,4,3,diheteropogon filifolius,dry_mass_g,0.0074,NA
DHJ1188,12/6/2023,T,east,2,2200,4,3,diheteropogon filifolius,leaf_area_cm2,0.567,NA
DHJ1188,12/6/2023,T,east,2,2200,4,3,diheteropogon filifolius,leaf_thickness_mm,0.608,NA
DHJ1188,12/6/2023,T,east,2,2200,4,3,diheteropogon filifolius,sla_cm2_g,76.62162162162161,NA
DHJ1188,12/6/2023,T,east,2,2200,4,3,diheteropogon filifolius,ldmc,0.2962369895916733,NA
HRU4884,12/6/2023,T,east,2,2200,5,2,oxalis depressa,veg_height_cm,1,NA
HRU4884,12/6/2023,T,east,2,2200,5,2,oxalis depressa,wet_mass_g,0.0158,NA
HRU4884,12/6/2023,T,east,2,2200,5,2,oxalis depressa,dry_mass_g,0.00215,NA
HRU4884,12/6/2023,T,east,2,2200,5,2,oxalis depressa,leaf_area_cm2,0.5085,NA
HRU4884,12/6/2023,T,east,2,2200,5,2,oxalis depressa,leaf_thickness_mm,0.30166666666666664,NA
HRU4884,12/6/2023,T,east,2,2200,5,2,oxalis depressa,sla_cm2_g,236.5116279069767,NA
HRU4884,12/6/2023,T,east,2,2200,5,2,oxalis depressa,ldmc,0.13607594936708858,NA
DXV7327,12/6/2023,T,west,2,2200,1,3,craterocapsa tarsodes,veg_height_cm,1.5,NA
DXV7327,12/6/2023,T,west,2,2200,1,3,craterocapsa tarsodes,wet_mass_g,0.01872,NA
DXV7327,12/6/2023,T,west,2,2200,1,3,craterocapsa tarsodes,dry_mass_g,0.00318,NA
DXV7327,12/6/2023,T,west,2,2200,1,3,craterocapsa tarsodes,leaf_area_cm2,0.528,NA
DXV7327,12/6/2023,T,west,2,2200,1,3,craterocapsa tarsodes,leaf_thickness_mm,0.364,NA
DXV7327,12/6/2023,T,west,2,2200,1,3,craterocapsa tarsodes,sla_cm2_g,166.03773584905662,NA
DXV7327,12/6/2023,T,west,2,2200,1,3,craterocapsa tarsodes,ldmc,0.16987179487179488,NA
HCE3986,12/6/2023,TS,west,3,2400,0,NA,helichrysum pallidum,veg_height_cm,5.8,NA
HCE3986,12/6/2023,TS,west,3,2400,0,NA,helichrysum pallidum,wet_mass_g,0.7809,NA
HCE3986,12/6/2023,TS,west,3,2400,0,NA,helichrysum pallidum,dry_mass_g,0.157,NA
HCE3986,12/6/2023,TS,west,3,2400,0,NA,helichrysum pallidum,leaf_area_cm2,9.825,NA
HCE3986,12/6/2023,TS,west,3,2400,0,NA,helichrysum pallidum,leaf_thickness_mm,0.8436666666666667,NA
HCE3986,12/6/2023,TS,west,3,2400,0,NA,helichrysum pallidum,sla_cm2_g,62.57961783,NA
HCE3986,12/6/2023,TS,west,3,2400,0,NA,helichrysum pallidum,ldmc,0.20105007043155332,NA
CZM9533,12/6/2023,TS,west,2,2200,2,1,berkheya rhapontica,veg_height_cm,9.1,NA
CZM9533,12/6/2023,TS,west,2,2200,2,1,berkheya rhapontica,wet_mass_g,1.0037,NA
CZM9533,12/6/2023,TS,west,2,2200,2,1,berkheya rhapontica,dry_mass_g,0.1844,NA
CZM9533,12/6/2023,TS,west,2,2200,2,1,berkheya rhapontica,leaf_area_cm2,20.077,NA
CZM9533,12/6/2023,TS,west,2,2200,2,1,berkheya rhapontica,leaf_thickness_mm,0.5093333333333333,NA
CZM9533,12/6/2023,TS,west,2,2200,2,1,berkheya rhapontica,sla_cm2_g,108.87744034707158,NA
CZM9533,12/6/2023,TS,west,2,2200,2,1,berkheya rhapontica,ldmc,0.18372023513001892,NA
DVD8389,12/8/2023,T,east,4,2600,4,3,eulalia villosa,veg_height_cm,14,NA
DVD8389,12/8/2023,T,east,4,2600,4,3,eulalia villosa,wet_mass_g,0.2451,NA
DVD8389,12/8/2023,T,east,4,2600,4,3,eulalia villosa,dry_mass_g,0.0633,NA
DVD8389,12/8/2023,T,east,4,2600,4,3,eulalia villosa,leaf_area_cm2,7.595,NA
DVD8389,12/8/2023,T,east,4,2600,4,3,eulalia villosa,leaf_thickness_mm,0.36933333333333335,NA
DVD8389,12/8/2023,T,east,4,2600,4,3,eulalia villosa,sla_cm2_g,119.98420221169037,NA
DVD8389,12/8/2023,T,east,4,2600,4,3,eulalia villosa,ldmc,0.25826193390452873,NA
CXF1657,12/8/2023,TS,east,4,2600,1,2,senecio glaberrimus,veg_height_cm,13.5,NA
CXF1657,12/8/2023,TS,east,4,2600,1,2,senecio glaberrimus,wet_mass_g,0.2474,NA
CXF1657,12/8/2023,TS,east,4,2600,1,2,senecio glaberrimus,dry_mass_g,0.0428,NA
CXF1657,12/8/2023,TS,east,4,2600,1,2,senecio glaberrimus,leaf_area_cm2,7.444,NA
CXF1657,12/8/2023,TS,east,4,2600,1,2,senecio glaberrimus,leaf_thickness_mm,0.7466666666666666,NA
CXF1657,12/8/2023,TS,east,4,2600,1,2,senecio glaberrimus,sla_cm2_g,173.92523364485982,NA
CXF1657,12/8/2023,TS,east,4,2600,1,2,senecio glaberrimus,ldmc,0.17299919159256263,NA
HBY6478,12/6/2023,TS,east,3,2400,0,NA,helichrysum_pallidum,veg_height_cm,10.3,NA
HBY6478,12/6/2023,TS,east,3,2400,0,NA,helichrysum_pallidum,wet_mass_g,2.3643,NA
HBY6478,12/6/2023,TS,east,3,2400,0,NA,helichrysum_pallidum,dry_mass_g,0.3089,NA
HBY6478,12/6/2023,TS,east,3,2400,0,NA,helichrysum_pallidum,leaf_area_cm2,53.077,NA
HBY6478,12/6/2023,TS,east,3,2400,0,NA,helichrysum_pallidum,leaf_thickness_mm,0.392,NA
HBY6478,12/6/2023,TS,east,3,2400,0,NA,helichrysum_pallidum,sla_cm2_g,171.82583360310778,NA
HBY6478,12/6/2023,TS,east,3,2400,0,NA,helichrysum_pallidum,ldmc,0.13065177853910248,NA
HGD1904,12/8/2023,TS,west,4,2600,2,3,senecio glaberrimus,veg_height_cm,25.5,NA
HGD1904,12/8/2023,TS,west,4,2600,2,3,senecio glaberrimus,wet_mass_g,0.9574,NA
HGD1904,12/8/2023,TS,west,4,2600,2,3,senecio glaberrimus,dry_mass_g,0.1649,NA
HGD1904,12/8/2023,TS,west,4,2600,2,3,senecio glaberrimus,leaf_area_cm2,20.191,NA
HGD1904,12/8/2023,TS,west,4,2600,2,3,senecio glaberrimus,leaf_thickness_mm,0.727,NA
HGD1904,12/8/2023,TS,west,4,2600,2,3,senecio glaberrimus,sla_cm2_g,122.44390539721043,NA
HGD1904,12/8/2023,TS,west,4,2600,2,3,senecio glaberrimus,ldmc,0.17223730937956966,NA
HEN4864,12/8/2023,TS,west,5,2800,4,2,senecio glaberrimus,veg_height_cm,18.5,NA
HEN4864,12/8/2023,TS,west,5,2800,4,2,senecio glaberrimus,wet_mass_g,0.6371,NA
HEN4864,12/8/2023,TS,west,5,2800,4,2,senecio glaberrimus,dry_mass_g,0.0808,NA
HEN4864,12/8/2023,TS,west,5,2800,4,2,senecio glaberrimus,leaf_area_cm2,15.707,NA
HEN4864,12/8/2023,TS,west,5,2800,4,2,senecio glaberrimus,leaf_thickness_mm,0.48566666666666664,NA
HEN4864,12/8/2023,TS,west,5,2800,4,2,senecio glaberrimus,sla_cm2_g,194.39356435643566,NA
HEN4864,12/8/2023,TS,west,5,2800,4,2,senecio glaberrimus,ldmc,0.12682467430544656,NA
DFA0304,12/8/2023,T,east,4,2600,4,1,agapanthus campanulatus,veg_height_cm,17,NA
DFA0304,12/8/2023,T,east,4,2600,4,1,agapanthus campanulatus,wet_mass_g,0.7938,NA
DFA0304,12/8/2023,T,east,4,2600,4,1,agapanthus campanulatus,dry_mass_g,0.1295,NA
DFA0304,12/8/2023,T,east,4,2600,4,1,agapanthus campanulatus,leaf_area_cm2,14.632,NA
DFA0304,12/8/2023,T,east,4,2600,4,1,agapanthus campanulatus,leaf_thickness_mm,0.5623333333333334,NA
DFA0304,12/8/2023,T,east,4,2600,4,1,agapanthus campanulatus,sla_cm2_g,112.98841698841699,NA
DFA0304,12/8/2023,T,east,4,2600,4,1,agapanthus campanulatus,ldmc,0.1631393298059965,NA
DIL6011,12/8/2023,TS,east,4,2600,4,1,kniphofia porphyrantha,veg_height_cm,21,NA
DIL6011,12/8/2023,TS,east,4,2600,4,1,kniphofia porphyrantha,wet_mass_g,2.0272,leaf damaged
DIL6011,12/8/2023,TS,east,4,2600,4,1,kniphofia porphyrantha,dry_mass_g,0.1789,leaf damaged
DIL6011,12/8/2023,TS,east,4,2600,4,1,kniphofia porphyrantha,leaf_area_cm2,25.245,leaf damaged
DIL6011,12/8/2023,TS,east,4,2600,4,1,kniphofia porphyrantha,leaf_thickness_mm,0.9580000000000001,leaf damaged
DIL6011,12/8/2023,TS,east,4,2600,4,1,kniphofia porphyrantha,sla_cm2_g,141.11235326998323,leaf damaged
DIL6011,12/8/2023,TS,east,4,2600,4,1,kniphofia porphyrantha,ldmc,0.088249803,leaf damaged
DEY0593,12/8/2023,T,east,4,2600,4,1,bulbostylis humilis,veg_height_cm,1,NA
DEY0593,12/8/2023,T,east,4,2600,4,1,bulbostylis humilis,wet_mass_g,0.0015,NA
DEY0593,12/8/2023,T,east,4,2600,4,1,bulbostylis humilis,dry_mass_g,6.5e-4,NA
DEY0593,12/8/2023,T,east,4,2600,4,1,bulbostylis humilis,leaf_area_cm2,0.074,NA
DEY0593,12/8/2023,T,east,4,2600,4,1,bulbostylis humilis,leaf_thickness_mm,0.193,NA
DEY0593,12/8/2023,T,east,4,2600,4,1,bulbostylis humilis,sla_cm2_g,113.84615384615384,NA
DEY0593,12/8/2023,T,east,4,2600,4,1,bulbostylis humilis,ldmc,0.4333333333333333,NA
HFU2432,12/8/2023,TS,west,4,2600,2,2,senecio glaberrimus,veg_height_cm,19,NA
HFU2432,12/8/2023,TS,west,4,2600,2,2,senecio glaberrimus,wet_mass_g,0.6233,NA
HFU2432,12/8/2023,TS,west,4,2600,2,2,senecio glaberrimus,dry_mass_g,0.1166,NA
HFU2432,12/8/2023,TS,west,4,2600,2,2,senecio glaberrimus,leaf_area_cm2,14.901,NA
HFU2432,12/8/2023,TS,west,4,2600,2,2,senecio glaberrimus,leaf_thickness_mm,0.423,NA
HFU2432,12/8/2023,TS,west,4,2600,2,2,senecio glaberrimus,sla_cm2_g,127.7958833619211,NA
HFU2432,12/8/2023,TS,west,4,2600,2,2,senecio glaberrimus,ldmc,0.18706882721001122,NA
DIB3099,12/8/2023,TS,east,5,2800,3,1,senecio erubescens,veg_height_cm,16.7,NA
DIB3099,12/8/2023,TS,east,5,2800,3,1,senecio erubescens,wet_mass_g,0.6346,NA
DIB3099,12/8/2023,TS,east,5,2800,3,1,senecio erubescens,dry_mass_g,0.0408,NA
DIB3099,12/8/2023,TS,east,5,2800,3,1,senecio erubescens,leaf_area_cm2,14.118,NA
DIB3099,12/8/2023,TS,east,5,2800,3,1,senecio erubescens,leaf_thickness_mm,0.429,NA
DIB3099,12/8/2023,TS,east,5,2800,3,1,senecio erubescens,sla_cm2_g,346.02941176470586,NA
DIB3099,12/8/2023,TS,east,5,2800,3,1,senecio erubescens,ldmc,0.064292468,NA
DIT4073,12/8/2023,TS,west,4,2600,4,2,senecio glaberrimus,veg_height_cm,15.2,NA
DIT4073,12/8/2023,TS,west,4,2600,4,2,senecio glaberrimus,rep_height_cm,18.8,NA
DIT4073,12/8/2023,TS,west,4,2600,4,2,senecio glaberrimus,wet_mass_g,0.4093,NA
DIT4073,12/8/2023,TS,west,4,2600,4,2,senecio glaberrimus,dry_mass_g,0.0829,NA
DIT4073,12/8/2023,TS,west,4,2600,4,2,senecio glaberrimus,leaf_area_cm2,9.963,NA
DIT4073,12/8/2023,TS,west,4,2600,4,2,senecio glaberrimus,leaf_thickness_mm,0.442,NA
DIT4073,12/8/2023,TS,west,4,2600,4,2,senecio glaberrimus,sla_cm2_g,120.18094089264173,NA
DIT4073,12/8/2023,TS,west,4,2600,4,2,senecio glaberrimus,ldmc,0.2025409235279746,NA
DIV3513,12/8/2023,TS,west,4,2600,5,3,senecio glaberrimus,veg_height_cm,14.4,NA
DIV3513,12/8/2023,TS,west,4,2600,5,3,senecio glaberrimus,rep_height_cm,23.5,NA
DIV3513,12/8/2023,TS,west,4,2600,5,3,senecio glaberrimus,wet_mass_g,0.7926,NA
DIV3513,12/8/2023,TS,west,4,2600,5,3,senecio glaberrimus,dry_mass_g,0.1648,NA
DIV3513,12/8/2023,TS,west,4,2600,5,3,senecio glaberrimus,leaf_area_cm2,16.626,NA
DIV3513,12/8/2023,TS,west,4,2600,5,3,senecio glaberrimus,leaf_thickness_mm,0.5843333333333334,NA
DIV3513,12/8/2023,TS,west,4,2600,5,3,senecio glaberrimus,sla_cm2_g,100.88592233009709,NA
DIV3513,12/8/2023,TS,west,4,2600,5,3,senecio glaberrimus,ldmc,0.20792329043653798,NA
DIS8933,12/8/2023,TS,west,4,2600,4,3,senecio glaberrimus,veg_height_cm,11.2,NA
DIS8933,12/8/2023,TS,west,4,2600,4,3,senecio glaberrimus,wet_mass_g,0.7475,NA
DIS8933,12/8/2023,TS,west,4,2600,4,3,senecio glaberrimus,dry_mass_g,0.1266,NA
DIS8933,12/8/2023,TS,west,4,2600,4,3,senecio glaberrimus,leaf_area_cm2,17.973,NA
DIS8933,12/8/2023,TS,west,4,2600,4,3,senecio glaberrimus,leaf_thickness_mm,0.493,NA
DIS8933,12/8/2023,TS,west,4,2600,4,3,senecio glaberrimus,sla_cm2_g,141.96682464454977,NA
DIS8933,12/8/2023,TS,west,4,2600,4,3,senecio glaberrimus,ldmc,0.16936454849498325,NA
DDB7914,12/8/2023,T,east,4,2600,1,3,moraea inclinata,veg_height_cm,15,NA
DDB7914,12/8/2023,T,east,4,2600,1,3,moraea inclinata,wet_mass_g,0.4946,NA
DDB7914,12/8/2023,T,east,4,2600,1,3,moraea inclinata,dry_mass_g,0.1613,NA
DDB7914,12/8/2023,T,east,4,2600,1,3,moraea inclinata,leaf_area_cm2,10.575,NA
DDB7914,12/8/2023,T,east,4,2600,1,3,moraea inclinata,leaf_thickness_mm,0.6966666666666667,NA
DDB7914,12/8/2023,T,east,4,2600,1,3,moraea inclinata,sla_cm2_g,65.56106633601983,NA
DDB7914,12/8/2023,T,east,4,2600,1,3,moraea inclinata,ldmc,0.32612211888394665,NA
GEB1121,12/9/2023,TS,east,5,2800,0,NA,senecio glaberrimus,veg_height_cm,19,NA
GEB1121,12/9/2023,TS,east,5,2800,0,NA,senecio glaberrimus,rep_height_cm,13,NA
GEB1121,12/9/2023,TS,east,5,2800,0,NA,senecio glaberrimus,wet_mass_g,0.853,NA
GEB1121,12/9/2023,TS,east,5,2800,0,NA,senecio glaberrimus,dry_mass_g,0.1483,NA
GEB1121,12/9/2023,TS,east,5,2800,0,NA,senecio glaberrimus,leaf_area_cm2,19.857,NA
GEB1121,12/9/2023,TS,east,5,2800,0,NA,senecio glaberrimus,leaf_thickness_mm,0.5143333333333333,NA
GEB1121,12/9/2023,TS,east,5,2800,0,NA,senecio glaberrimus,sla_cm2_g,133.89750505731627,NA
GEB1121,12/9/2023,TS,east,5,2800,0,NA,senecio glaberrimus,ldmc,0.1738569753810082,NA
HCW9083,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,veg_height_cm,2.5,NA
HCW9083,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,wet_mass_g,0.2098,NA
HCW9083,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,dry_mass_g,0.0364,NA
HCW9083,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,leaf_area_cm2,5.198,NA
HCW9083,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,leaf_thickness_mm,0.7896666666666666,NA
HCW9083,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,sla_cm2_g,142.8021978021978,NA
HCW9083,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,ldmc,0.17349857006673025,NA
HDN4650,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,veg_height_cm,1.2,NA
HDN4650,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,wet_mass_g,0.3271,NA
HDN4650,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,dry_mass_g,0.028,NA
HDN4650,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,leaf_area_cm2,7.169,NA
HDN4650,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,leaf_thickness_mm,0.7235,NA
HDN4650,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,sla_cm2_g,256.0357142857143,NA
HDN4650,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,ldmc,0.085600734,NA
HDV2197,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,veg_height_cm,1.2,NA
HDV2197,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,wet_mass_g,0.153,NA
HDV2197,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,dry_mass_g,0.0182,NA
HDV2197,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,leaf_area_cm2,3.8,NA
HDV2197,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,leaf_thickness_mm,0.714,NA
HDV2197,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,sla_cm2_g,208.79120879120876,NA
HDV2197,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,ldmc,0.11895424836601308,NA
HEL7423,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,veg_height_cm,2.6,NA
HEL7423,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,wet_mass_g,0.2132,NA
HEL7423,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,dry_mass_g,0.0363,NA
HEL7423,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,leaf_area_cm2,5.426,NA
HEL7423,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,leaf_thickness_mm,0.7033333333333334,NA
HEL7423,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,sla_cm2_g,149.47658402203857,NA
HEL7423,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,ldmc,0.1702626641651032,NA
HFO8522,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,veg_height_cm,2.5,NA
HFO8522,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,wet_mass_g,0.3344,NA
HFO8522,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,dry_mass_g,0.0483,NA
HFO8522,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,leaf_area_cm2,5.581,NA
HFO8522,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,leaf_thickness_mm,0.994,NA
HFO8522,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,sla_cm2_g,115.54865424430642,NA
HFO8522,12/5/2023,TS,west,2,2200,0,NA,helichrysum ecklonis,ldmc,0.14443779904306223,NA
HFS4666,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,veg_height_cm,4.5,NA
HFS4666,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,wet_mass_g,0.571,NA
HFS4666,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,dry_mass_g,0.0671,NA
HFS4666,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,leaf_area_cm2,7.105,NA
HFS4666,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,leaf_thickness_mm,1.3803333333333334,NA
HFS4666,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,sla_cm2_g,105.88673621460507,NA
HFS4666,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,ldmc,0.11751313485113837,NA
HDG2755,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,veg_height_cm,3.2,NA
HDG2755,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,wet_mass_g,0.4266,NA
HDG2755,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,dry_mass_g,0.0509,NA
HDG2755,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,leaf_area_cm2,7.186,NA
HDG2755,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,leaf_thickness_mm,1.0146666666666666,NA
HDG2755,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,sla_cm2_g,141.1787819253438,NA
HDG2755,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,ldmc,0.11931551804969527,NA
HDX0313,12/5/2023,TS,east,2,2200,0,NA,helichrysum pallidum,veg_height_cm,10.8,NA
HDX0313,12/5/2023,TS,east,2,2200,0,NA,helichrysum pallidum,wet_mass_g,0.6496,NA
HDX0313,12/5/2023,TS,east,2,2200,0,NA,helichrysum pallidum,dry_mass_g,0.125,NA
HDX0313,12/5/2023,TS,east,2,2200,0,NA,helichrysum pallidum,leaf_area_cm2,16.448,NA
HDX0313,12/5/2023,TS,east,2,2200,0,NA,helichrysum pallidum,leaf_thickness_mm,0.6906666666666667,NA
HDX0313,12/5/2023,TS,east,2,2200,0,NA,helichrysum pallidum,sla_cm2_g,131.584,NA
HDX0313,12/5/2023,TS,east,2,2200,0,NA,helichrysum pallidum,ldmc,0.19242610837438426,NA
HDC5703,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,veg_height_cm,4.5,NA
HDC5703,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,wet_mass_g,0.2169,NA
HDC5703,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,dry_mass_g,0.0391,NA
HDC5703,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,leaf_area_cm2,4.712,NA
HDC5703,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,leaf_thickness_mm,0.8443333333333334,NA
HDC5703,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,sla_cm2_g,120.51150895140664,NA
HDC5703,12/5/2023,TS,east,2,2200,0,NA,helichrysum ecklonis,ldmc,0.18026740433379437,NA
GFI3837,12/9/2023,TS,east,5,2800,0,NA,helichrysum pallidum,veg_height_cm,4.5,NA
GFI3837,12/9/2023,TS,east,5,2800,0,NA,helichrysum pallidum,wet_mass_g,0.5096,NA
GFI3837,12/9/2023,TS,east,5,2800,0,NA,helichrysum pallidum,dry_mass_g,0.1157,NA
GFI3837,12/9/2023,TS,east,5,2800,0,NA,helichrysum pallidum,leaf_area_cm2,10.69,NA
GFI3837,12/9/2023,TS,east,5,2800,0,NA,helichrysum pallidum,leaf_thickness_mm,0.9319999999999999,NA
GFI3837,12/9/2023,TS,east,5,2800,0,NA,helichrysum pallidum,sla_cm2_g,92.39412273120138,NA
GFI3837,12/9/2023,TS,east,5,2800,0,NA,helichrysum pallidum,ldmc,0.2270408163265306,NA
DFK7537,12/6/2023,TS,west,2,2200,5,1,senecio glaberrimus,veg_height_cm,8.4,NA
DFK7537,12/6/2023,TS,west,2,2200,5,1,senecio glaberrimus,wet_mass_g,0.4263,NA
DFK7537,12/6/2023,TS,west,2,2200,5,1,senecio glaberrimus,dry_mass_g,0.0708,NA
DFK7537,12/6/2023,TS,west,2,2200,5,1,senecio glaberrimus,leaf_area_cm2,8.66,NA
DFK7537,12/6/2023,TS,west,2,2200,5,1,senecio glaberrimus,leaf_thickness_mm,0.5046666666666667,NA
DFK7537,12/6/2023,TS,west,2,2200,5,1,senecio glaberrimus,sla_cm2_g,122.31638418079096,NA
DFK7537,12/6/2023,TS,west,2,2200,5,1,senecio glaberrimus,ldmc,0.1660802251935257,NA
HPX9578,12/7/2023,TS,east,4,2600,0,NA,helichrysum pallidum,veg_height_cm,4.4,NA
HPX9578,12/7/2023,TS,east,4,2600,0,NA,helichrysum pallidum,wet_mass_g,0.6465,NA
HPX9578,12/7/2023,TS,east,4,2600,0,NA,helichrysum pallidum,dry_mass_g,0.1251,NA
HPX9578,12/7/2023,TS,east,4,2600,0,NA,helichrysum pallidum,leaf_area_cm2,13.069,NA
HPX9578,12/7/2023,TS,east,4,2600,0,NA,helichrysum pallidum,leaf_thickness_mm,0.861,NA
HPX9578,12/7/2023,TS,east,4,2600,0,NA,helichrysum pallidum,sla_cm2_g,104.46842525979218,NA
HPX9578,12/7/2023,TS,east,4,2600,0,NA,helichrysum pallidum,ldmc,0.19350348027842226,NA
HRC7514,12/7/2023,TS,west,4,2600,0,NA,helichrysum pallidum,veg_height_cm,6.5,NA
HRC7514,12/7/2023,TS,west,4,2600,0,NA,helichrysum pallidum,wet_mass_g,0.616,NA
HRC7514,12/7/2023,TS,west,4,2600,0,NA,helichrysum pallidum,dry_mass_g,0.1125,NA
HRC7514,12/7/2023,TS,west,4,2600,0,NA,helichrysum pallidum,leaf_area_cm2,12.022,NA
HRC7514,12/7/2023,TS,west,4,2600,0,NA,helichrysum pallidum,leaf_thickness_mm,1.2603333333333333,NA
HRC7514,12/7/2023,TS,west,4,2600,0,NA,helichrysum pallidum,sla_cm2_g,106.86222222222221,NA
HRC7514,12/7/2023,TS,west,4,2600,0,NA,helichrysum pallidum,ldmc,0.18262987012987014,NA
HQI6555,12/7/2023,TS,west,4,2600,0,NA,helichrysum ecklonis,veg_height_cm,6.3,NA
HQI6555,12/7/2023,TS,west,4,2600,0,NA,helichrysum ecklonis,wet_mass_g,0.7285,NA
HQI6555,12/7/2023,TS,west,4,2600,0,NA,helichrysum ecklonis,dry_mass_g,0.0734,NA
HQI6555,12/7/2023,TS,west,4,2600,0,NA,helichrysum ecklonis,leaf_area_cm2,10.755,NA
HQI6555,12/7/2023,TS,west,4,2600,0,NA,helichrysum ecklonis,leaf_thickness_mm,1.383,NA
HQI6555,12/7/2023,TS,west,4,2600,0,NA,helichrysum ecklonis,sla_cm2_g,146.5258855585831,NA
HQI6555,12/7/2023,TS,west,4,2600,0,NA,helichrysum ecklonis,ldmc,0.10075497597803706,NA
HBJ0368,12/6/2023,TS,east,3,2400,0,NA,helichrysum ecklonis,veg_height_cm,12,NA
HBJ0368,12/6/2023,TS,east,3,2400,0,NA,helichrysum ecklonis,wet_mass_g,0.6544,NA
HBJ0368,12/6/2023,TS,east,3,2400,0,NA,helichrysum ecklonis,dry_mass_g,0.1234,NA
HBJ0368,12/6/2023,TS,east,3,2400,0,NA,helichrysum ecklonis,leaf_area_cm2,17.476,NA
HBJ0368,12/6/2023,TS,east,3,2400,0,NA,helichrysum ecklonis,leaf_thickness_mm,0.5413333333333333,NA
HBJ0368,12/6/2023,TS,east,3,2400,0,NA,helichrysum ecklonis,sla_cm2_g,141.62074554294975,NA
HBJ0368,12/6/2023,TS,east,3,2400,0,NA,helichrysum ecklonis,ldmc,0.18856968215158923,NA
DUR2749,12/7/2023,TS,west,4,2600,0,NA,helichrysum ecklonis,veg_height_cm,6.1,NA
DUR2749,12/7/2023,TS,west,4,2600,0,NA,helichrysum ecklonis,wet_mass_g,0.697,NA
DUR2749,12/7/2023,TS,west,4,2600,0,NA,helichrysum ecklonis,dry_mass_g,0.0661,NA
DUR2749,12/7/2023,TS,west,4,2600,0,NA,helichrysum ecklonis,leaf_area_cm2,10.205,NA
